distance_km,route_type,time_of_day,precipitation,wind_speed,visibility,traffic_index,incident_flag,fleet_utilization,driver_fatigue,driver_availability,warehouse_dock_util,warehouse_queue_time,delay_minutes,sla_breach
461.95734023988774,urban,peak,1.4667601447704715,8.698500768991416,8.72687050154589,0.8612030973330238,1,0.9584900379028694,1.0,0.042074560580718096,0.9797763437246211,118.44666511267354,320.38910891235616,1
1141.842881563701,urban,night,9.357073207540008,40.025833055299366,6.152309239507016,0.44066682252232114,0,0.10287462158099203,0.2148762599016775,0.8664175038324585,0.3086307505076986,48.93429433501073,454.3664769042653,1
883.752851337458,urban,offpeak,7.3116906594648565,27.8415675047696,6.9085441811819015,0.6842174000837801,0,0.41354925719838354,0.4130925152480695,0.3652587320438967,0.5510746288574715,58.07910866644226,434.82978059576783,1
726.4170113525032,mixed,offpeak,4.199388750024534,22.773018934411454,7.528751270796831,0.5710949605176688,0,0.926519432491191,0.491195601557101,0.12601291352005015,0.9867554157252567,108.04631787125624,245.88894938604162,1
204.1019957220751,mixed,offpeak,0.8847657640255986,18.356078283243118,9.655891305871526,0.45428191003599544,0,0.7106103806970375,0.4937286051295604,0.36330785481866257,0.6048824209063253,64.45221225318511,85.74496712669438,1
204.07353399671914,highway,peak,5.217981650493009,34.21688553309619,8.1014491142926,0.7939358137217035,1,0.6389072414863983,0.8462850567810295,0.4628103246284875,0.5663330881610948,71.15568580082707,135.02254634613433,1
88.53866235847536,urban,peak,5.418516619825976,12.035041390264507,6.8664476438998925,0.9940090034306744,0,0.7724833063747286,0.9699344599606156,0.2828255664855103,0.6459246701107315,67.07530963988087,115.37158491333494,1
1042.0878520144236,mixed,night,1.7301141797526947,26.69811336179966,8.939635292343718,0.3132789397693439,0,0.9134480741498465,0.41071182293218095,0.21444837557543522,0.8397516962497451,89.64234349866038,188.48863038642938,1
729.3157138569863,mixed,peak,0.7632640335757673,20.37798181952526,9.193938212365145,0.72834640357651,0,0.592721636467779,0.9907398596836049,0.36297020842386707,0.6006766666521872,69.92576553752387,251.41660404759492,1
855.5256417993337,mixed,offpeak,4.912279553910837,17.374895900875384,7.866610765233241,0.5015318230951236,1,0.22816162107047466,0.3207959749815618,0.7676413694624096,0.3040620080777771,41.50756831714065,243.14720297756466,1
44.28970326904689,highway,offpeak,7.943753289591767,17.22543935142548,6.448488057517765,0.47709907255000383,0,0.5256438803013782,0.45136489610313824,0.3218798226363971,0.6354459750588193,57.603913981379954,59.29156903638938,1
1164.4936255511534,mixed,night,1.3459731120489424,33.058331669385225,8.965423938992783,0.26054337980218323,0,0.60443491065551,0.48690103681295993,0.4234840598062862,0.61032812642339,67.53326235697502,168.10474171345854,0
1002.2823161444976,highway,night,4.03146391041694,1.2874986101522765,8.774167460155773,0.3295865166978476,0,0.47716415681586455,0.3877199563103704,0.6249488801747001,0.3579738843860468,47.86131524567011,161.24284581447603,1
270.5601506003659,urban,offpeak,1.3749778566057689,36.651729710840236,8.665974337606459,0.5519389660369742,0,0.5848374898429004,0.3798120775790555,0.4389683870353531,0.5858710433342128,71.10815045162028,146.95059073878005,1
234.55346130437874,mixed,offpeak,1.325367978799173,30.23812655867537,9.401912994430003,0.435015589744341,0,0.5939966430642251,0.40758226309469303,0.4113082619374939,0.4802404465209884,62.49845803304529,78.40294632380908,1
236.4173216270519,urban,peak,2.9883651095404873,20.373938318256496,9.078441869522152,0.9171564880717659,0,0.726616437469848,0.9956585486239943,0.32160668911576323,0.7064249742332326,88.66125817023229,166.9207711592088,1
379.0058466922545,urban,peak,1.199676063801566,17.629142424524083,8.355986842523635,0.7636165197999559,0,0.7455024812606769,0.9963004983565302,0.25166176991059386,0.7992296861563344,77.31157777154213,218.52548340917232,1
639.2125893260406,urban,peak,2.365324154933163,19.894773363441796,9.273894586570313,0.9984464072845499,1,0.4330293554204391,0.9352620074863258,0.4864270998674662,0.5123796637435973,67.1471750190167,393.2209507124607,1
529.6951219976966,urban,offpeak,5.536949797612509,24.846178581802434,7.36406206729545,0.577170721527465,1,0.2711956786182225,0.423109449965541,0.8935428160471096,0.23099980737405645,39.061002243846836,231.98323138898886,1
363.65038543368945,urban,offpeak,0.6314859958837108,32.3441461637181,9.027261911498526,0.5757379546472664,0,0.33152724798255295,0.35725306161790243,0.7502013598072779,0.4236394211702303,48.59623124661087,146.4086881035972,1
741.9864157724078,urban,offpeak,4.398281125748615,24.838965537468464,9.007896703956215,0.6399454709924612,1,0.22724376027703225,0.3540901217353154,0.790982172760929,0.2680717614008628,48.16285814039196,327.23370753922455,1
184.60275556940937,urban,offpeak,2.819975806475963,22.77960852370557,8.676796670702686,0.5719727799289894,0,0.19273454319211755,0.3833957934178223,0.7845156401248966,0.2892549996101859,38.624210304918016,92.7196292862661,1
364.73068527155743,highway,offpeak,3.368451290063316,20.264681259215397,9.097937858036264,0.49312568571117465,0,0.660508108649521,0.3672504975386687,0.316652878863408,0.697836812803352,70.42284221716845,104.28035326497637,1
